Request Per Sec,Response Time
0.0083,68
0,0
0.0083,38
0.025,27.6667
0.0417,62.4
0.0083,29
0.1083,42.6923
0.0167,71
0,0
0.025,53
0.0083,26
0.025,48.3333
0.0167,38.5
0.0167,59.5
0.0417,36.4
0.0417,38.8
0,0
0.0333,74.75
0.0333,69.5
0,0
0,0
0.0083,63
0,0
0.025,71
0,0
0.0333,42.25
0,0
0.025,48
0.0333,32.25
0,0
0.0083,23
0,0
0.025,38.6667
0.0917,30.7273
0.025,52.3333
0.0083,63
0,0
0,0
0.0833,48.2
0,0
0,0
0.025,79.6667
0.0083,53
0,0
0.0417,22
0.0083,100
0,0
0.0167,31
0,0
0.0083,36
0.05,49.8333
0,0
0,0
0.0833,44.4
0.0167,34.5
0.0167,39
0.0083,54
0.075,90.5556
0.05,44.5
0.0083,105
0.0083,28
0.0333,43.5
0.05,54.5
0.0167,21.5
0.0083,58
0.0167,68.5
0,0
0.0417,39.2
0.0583,135.5714
0.0083,153
0.0167,62.5
0,0
0.0167,53
0,0
0.0083,60
0,0
0.0167,49
0.0417,65.6
0.0333,34.25
0.0333,75
0.0083,70
0.025,43.3333
0.0167,63
0.0667,37.25
0,0
0.0333,75.75
0,0
0.0333,43.75
0.0083,21
0,0
0.05,40
0,0
0.0417,41.2
0.0167,49
0.0583,63.1429
0.0083,76
0.0083,45
0.05,43.6667
0,0
0.025,75.6667
0.0083,76
0.0083,58
0.0167,75
0,0
0.0167,54.5
0.0417,64.4
0.0667,46
0.025,61.3333
0.05,68.6667
0.0667,76.125
0,0
0.0333,38
0.0083,34
0.0333,63.75
0,0
0.0417,79
0.05,43.1667
0.0583,41.7143
0.0083,97
0.0083,66
0.0167,58.5
0.0333,37.25
0.0583,30.2857
0.0167,77.5
0,0
0.0083,63
0.0417,34.2
0.0583,70.8571
0,0
0.0083,58
0,0
0.075,66.2222
0.025,59.3333
0,0
0.075,37
0,0
0.0417,37.6
0.0333,77.5
0,0
0.0083,58
0.0417,66.4
0.025,48.3333
0.0417,108.4
0.0083,26
0.0333,34
0.0333,74
0.0083,50
0.0417,72.8
0,0
0.05,61.5
0.0417,56
0.0083,43
0.0167,88
0.0083,84
0.0083,47
0.0583,59.4286
0.0917,57.8182
0.0167,49
0.0083,41
0.075,44.3333
0.0167,26.5
0.025,37.3333
0,0
0.0167,35
0,0
0.0917,50.5455
0.025,73
0,0
0.025,39.6667
0.0083,35
0,0
0,0
0,0
0.0083,80
0.025,76.6667
0.0667,93.125
0.025,62.6667
0,0
0.0333,68
0.0083,44
0.0333,79.75
0.0667,23
0.0167,34
0.1,76.1667
0.025,61.3333
0.0083,54
0.0417,43.4
0.025,60.6667
0.0083,63
0.0083,41
0.0083,39
0.05,75.5
0.0083,37
0,0
0.0167,38
0.0583,49.4286
0.0333,28.75
0,0
0.0583,47.2857
0.0083,97
0.0583,91.2857
0.0083,52
0.0417,63.2
0.0417,63.2
0,0
0.0417,88.6
0.0167,81
0,0
0.0583,33
0,0
0,0
0.05,43.3333
0.05,77.8333
0.025,70.6667
0.025,37.6667
0.025,49.3333
0.0417,68.6
0,0
0.0167,60
0.0083,51
0.0167,38
0.0333,47.5
0.0333,66.25
0.0083,28
0.0083,49
0.0167,63
0.0167,55.5
0.0083,71
0.0083,34
0.0167,43
0.0333,73.25
0.0083,78
0.0417,30.6
0,0
0.0167,71
0.0083,31
0.0083,44
0.025,34
0.0333,72.25
0.0333,25.75
0,0
0,0
0.0167,37.5
0.0083,738
0.0167,54
0,0
0,0
0.0167,68
0.0167,49
0.0083,62
0.1,70.75
0.0083,38
0.0583,55.7143
0,0
0.0083,29
0.075,43.5556
0,0
0.05,43.5
0,0
0,0
0.0417,239.4
0.0083,54
0.0083,57
0.0583,29.4286
0.0167,64.5
0.0083,65
0.0167,26.5
0.0167,78
0.075,52.7778
0,0
0.0083,28
0.0083,31
0.025,41
0.0167,48.5
0,0
0.0333,31.5
0.0417,43.4
0,0
0.025,45.6667
0,0
0.025,59.6667
0,0
0.0167,28
0.0417,29.2
0.0417,68.4
0.0083,63
0.0167,64
0.05,48
0.0083,94
0.0167,28.5
0.0083,31
0.0333,59.25
0,0
0.0167,78.5
0.0333,78
0.0083,90
0.0333,38.75
0,0
0,0
0,0
0.0667,40
0.0167,37.5
0.0083,63
0,0
0.0083,58
0.0167,38
0.0667,32.625
0.0667,30.875
0.025,42.3333
0.0583,50.4286
0.0167,64.5
0.0167,67
0.0167,29
0.0167,81.5
0,0
0.025,30
0.0167,57
0.0583,73.1429
0,0
0,0
0.0167,51.5
0.0333,62.75
0.0417,52.4
0,0
0.0083,78
0,0
0.0083,33
0.0167,75
0.025,39.6667
0,0
0.0333,49.25
0.0417,52.4
0.0083,103
0.0167,41.5
0,0
0.025,28.3333
0.0083,29
0.025,79.6667
0.0167,33
0.0083,51
0.0083,50
0.0167,239.5
0.0083,72
0.0083,73
0.0083,36
0.0333,65.25
0,0
0.0167,45
0.0667,42
0.0417,50.8
0,0
0.025,59.3333
0,0
0.0167,53.5
0.0417,62.8
0,0
0.0083,56
0,0
0.0167,41
0.0417,68.4
0.0083,40
0,0
0,0
0.0167,73.5
0.0417,48.6
0.025,41.6667
0.025,77.6667
0.05,28.8333
0.0083,104
0,0
0.025,78
0.05,53.6667
0,0
0.0167,45
0.0083,32
0.0333,42
0,0
0.0083,65
0,0
0.0333,65.25
0,0
0.025,36.3333
0,0
0.0667,117.625
0.0083,26
0.0167,44
0.025,69.6667
0,0
0.025,47
0.05,28.8333
0,0
0.0167,58.5
0.0333,39.75
0,0
0.0167,43.5
0,0
0.0167,31.5
0.025,170
0,0
0,0
0.0667,59.625
0.0083,68
0.025,73.6667
0,0
0.0833,42.7
0.0083,39
0,0
0.0167,34.5
0.025,56.3333
0.0083,40
0.0083,38
0.0417,30
0.025,51
0.0583,138.1429
0.0083,29
0,0
0.05,69.8333
0.0167,29.5
0.0917,63.6364
0.0167,79
0.0333,62.5
0.0083,31
0.025,62.6667
0,0
0.025,36
0.0167,63
0,0
0.0333,40.25
0.0083,59
0,0
0.0083,67
0,0
0.0333,30.75
0.0083,60
0.0667,60.625
0.0167,31
0.025,67.3333
0.0083,52
0.0083,161
0,0
0.0417,37.4
0.0417,151.2
0.0083,72
0,0
0.0167,50.5
0.025,72.3333
0.0167,68.5
0.0083,31
0.0583,44
0.0167,32
0,0
0.0833,31.1
0.025,76.3333
0.025,54.6667
0,0
0.0333,40.75
0.0083,35
0.0583,33
0,0
0.025,43.3333
0.0167,61
0.0583,47.7143
0,0
0.0083,53
0,0
0.0083,35
0.1083,32.3846
0.025,39.3333
0.0083,57
0.025,24.6667
0.0167,67.5
0.0167,66.5
0.0083,46
0.0083,38
0.0583,75
0.0417,50
0.0333,53
0.0167,332
0.0167,68.5
0.0167,28
0.0083,60
0.0167,57
0.0083,59
0.05,44.1667
0.0167,41
0.0417,154
0.0083,37
0.025,40
0.0083,53
0.0167,37
0.0333,71.75
0.0083,35
0.0167,35
0,0
0.0167,47
0.075,56.4444
0,0
0.0583,41.8571
0.025,52
0.0167,73.5
0.0333,38.5
0,0
0.025,34
0.0083,72
0.025,89.3333
0.0167,60
0.0083,59
0.0083,40
0.0167,52.5
0.0167,79.5
0,0
0.0333,55.75
0.0583,38.2857
0,0
0.0083,49
0,0
0.0083,72
0.0167,78
0.0083,60
0.1,62.8333
0.0167,74.5
0,0
0.0417,28.8
0.0417,28.2
0.0417,71.6
0.05,62.3333
0.0083,59
0,0
0.0583,31.5714
0.0083,36
0.0417,70.8
-1,0
0.0083,31
0.0167,60
0,0
0.025,60.6667
0.0167,80.5
0.0417,95.2
0.0083,48
0.0083,54
0,0
0,0
0.0083,63
0.0333,77.75
0.0333,62.25
0.025,23.6667
0,0
0.0333,30
0.0083,59
0.0167,97.5
0.025,66.3333
0.0333,40.5
0,0
0.0167,34.5
0.025,69.6667
0.025,32
0.05,42.3333
0.0667,69.125
0,0
0,0
0.0417,52
0.05,47.8333
0.0083,143
0.0083,35
0.0167,67
0,0
0.0583,31.5714
0.0417,34
0.025,63.3333
0.0667,48.875
0.0333,47
0,0
0.05,51.1667
0.025,40.6667
0.0167,68
0.0167,67.5
0.025,70
0,0
0.0083,60
0.0583,30.7143
0.0083,54
0.0083,24
0.075,28.7778
0,0
0.0083,190
0,0
0,0
0.0583,69.4286
0.0833,35.2
0,0
0.0083,60
0,0
0.05,45.5
0.0333,41.25
0.0083,47
0.0083,92
0,0
0,0
0.0083,58
0,0
0,0
0.0083,31
0.0417,61.6
0.05,58.3333
0.0417,45.4
0.0667,40.625
0.0333,72
0.0083,25
0,0
0,0
0.0083,39
0.0333,38
0.0083,86
0.05,64
-1,0
0.0167,50.5
0.025,64
0.0167,72
0,0
0.05,27.3333
0,0
0.025,26.6667
0.025,27.3333
0,0
0,0
0,0
0.0333,28.5
0.0083,49
0,0
0.025,28.3333
-1,0
0.0083,72
0.025,82.3333
0.0083,48
0.05,116.6667
0.0167,121
0.0167,30.5
0,0
0.025,58
0,0
0.025,53
0.0583,67.4286
0.0333,35.75
0.0083,24
0,0
0.0333,59.5
0,0
0.0917,36.3636
0.0333,24
0.05,47.3333
0,0
0.0083,37
0.0083,54
0.0167,59
0,0
0.0083,86
0,0
0.025,30.6667
0.025,38.6667
0.0333,39.5
0.0083,45
0.0167,45
0.0583,43.1429
0.0083,39
0.025,47
0,0
0.0083,22
0,0
0.0167,64.5
0.025,24.6667
0.0667,63
0.0167,25
0.025,93
0,0
0.0083,56
0.0833,81.1
0.0083,68
0.025,54
0.0417,26.6
0,0
0.0083,24
0,0
0.0333,38.25
0.0333,52.75
0.0083,29
0,0
0.0917,47.1818
0.0333,63.25
0.0083,36
0.0167,48.5
0.0083,45
0.0083,57
0.0083,36
0.0333,28.25
0.0083,32
0.0083,66
0.0083,71
0.05,56
0.0333,56.75
0,0
0.0167,33.5
0.0333,26.5
0.05,66.8333
0.0083,65
0.0083,57
0,0
0.0333,124.25
0.05,39.8333
0.025,51.6667
0.0333,173.5
0.0167,70
0.0083,36
0,0
0.0083,72
0.0417,40.4
0.0167,31
0.075,115.8889
0,0
0,0
0.0083,25
0.0167,46
0.025,58.3333
0.025,65.6667
0.025,59.6667
0,0
0.1,44.0833
0.0417,56.2
0.025,92.6667
0,0
0.0167,42
0.05,78
0.025,39
0.0167,40
0.0167,27.5
0.0167,73
0.0417,107.6
0.0167,23
0.0833,43.5
0.0167,45.5
0,0
0.025,67.3333
0.0667,41
0.0167,69.5
0,0
0,0
0,0
0.0083,50
0.0333,61.5
0.0333,41.5
0.0333,40.25
0.0167,58.5
0.05,34.5
0.0167,55
0.025,45
0.0083,41
0.0167,24.5
0.075,48.2222
0.025,72.6667
0.0417,44.4
0.05,111.1667
0.0167,38
0,0
0.025,46.6667
0.0333,45
0.0583,57
0.0083,44
0.0167,54
0.025,43
0.0167,37.5
0.0083,470
0.0417,41.2
0.0167,23.5
0.0417,33.4
0.0083,31
0.0083,24
0,0
0.0333,34.25
0.0583,73.2857
0.0417,31.4
0.0083,24
0,0
0.0417,42.8
0,0
0.05,68.3333
0.0167,27.5
0.025,30.3333
0.0417,45
0,0
0.025,28.3333
0.025,23.6667
0.0167,86
0.025,65.3333
0,0
0,0
0.0083,53
0.0167,35.5
0.0167,29
0.025,194.6667
0.025,30.3333
0.075,31.4444
0,0
0.0167,38
0,0
0,0
0.075,69.5556
0.0083,47
0.05,74.8333
0.0417,70.8
0.0083,38
0.0083,58
0.1,56.6667
0.0167,57.5
0,0
0.025,59.3333
0,0
0.0167,75
0.0083,40
0.0083,28
0.0167,61.5
0.0667,35
0.0333,87
0.0417,46.4
0.0083,28
0,0
0.0083,30
0.0417,26.2
0.0333,49
0.025,28.6667
0,0
0.0333,49
0,0
0.025,53
0.0583,78.1429
0,0
0.1083,89.3077
0.0667,50.75
0.0083,52
0.0167,42.5
0.025,37.3333
0.0083,45
0.075,75.5556
0.0083,57
0.0167,52
0.0083,55
0,0
0,0
0.0417,74.8
0,0
0.0417,162.2
0,0
0.0083,74
0.0167,62.5
0,0
0.0333,67.5
0.025,31
0.0083,73
0.025,47.3333
0,0
0.0167,34
0.0167,29.5
0.0167,52
0.025,27.3333
0.0083,45
0.0083,69
0.0167,67.5
0,0
0,0
0.0083,69
0.05,66.1667
0.0083,33
0,0
0.0417,60.2
0.025,79.3333
0.025,230.3333
0,0
0,0
0.0083,60
0.0167,75
0.025,69
0.0167,61
0,0
0.0333,73.75
0.0083,37
0.025,52
0.0667,50.125
0.0333,49.25
0.0167,47
0.0167,52.5
0.1,50.5833
0,0
0.0667,60.75
0.0333,43.75
0.0167,61.5
0,0
0.0083,74
0.0083,82
0.1167,59.1429
0.0167,27.5
0.05,71.1667
0.0667,31.375
-1,0
0.0083,39
0.0083,62
0.0167,59
0.0167,66.5
0.0083,54
0.025,54
0.0583,60.1429
0.025,36.3333
0.0083,39
0,0
0.0083,78
0,0
0,0
0.025,29.3333
0,0
0.025,84
0,0
0,0
0.025,34.3333
0.0167,29
0,0
0.0083,52
0,0
0.025,48
0,0
0.025,30.3333
0,0
0.075,44.7778
0.0167,55.5
0.025,57.6667
0.05,50.8333
0,0
0.0083,63
0,0
0.025,41
0.0083,38
0.0083,58
0,0
0,0
0.0083,27
0.0167,29
0.0083,39
0,0
0.0083,42
0,0
0.0917,100.3636
0.0333,49.25
0.0083,74
0,0
-1,0
0.0083,50
0.0083,48
0,0
0.0333,80.25
0.0333,41.25
0.0667,49.625
0.0083,55
0.025,34
0.0167,58
0,0
0,0
0.0667,68.125
0.05,38.8333
0.0417,63.2
0.0333,65.5
0,0
0.0167,101
0.0333,55.25
0,0
0.1,92.25
0,0
0.0083,27
0.0083,31
0.0167,21
0.0083,65
0.025,40.6667
0.0417,51.4
0,0
0.0083,42
0.0167,72.5
0.0083,65
0.0167,29
0.05,74.3333
0,0
0.0083,21
0.025,39
0.0417,47.8
0.0417,83.6
0,0
0.0167,54.5
0,0
0.0083,63
0.0083,40
0.0083,24
0,0
0.0417,71.2
0.0083,35
0,0
0.0083,23
0.0583,68.2857
0,0
0.0083,34
0.0083,27
0,0
0.025,31.6667
0.05,299.8333
0.0167,66
0,0
0.0167,67.5
0,0
0.05,33.5
0.0083,54
0,0
0.0417,62.4
0.1083,58.5385
0.0167,27.5
0,0
0,0
0.0417,140.2
0.0333,45.25
0.025,52
0.0333,63.5
0,0
0.0167,45
0.0083,84
0,0
0.0333,65
0.0083,28
0.0167,64.5
0.0833,72.6
0.0083,85
0.0167,69
0.0083,23
0.1,49.5
0,0
0.0167,45.5
0.0583,50
0,0
0.0083,62
0.0333,69
0,0
0.025,69.3333
0,0
0.075,66.8889
0,0
0.025,44.3333
0.0167,35
0.0083,20
0.0083,40
0.025,53
0,0
0,0
0.0417,67.4
0,0
0.025,75
0.0417,71.2
0.0083,35
0,0
0.0333,71.75
0,0
0.0333,66.5
0,0
0.025,39.6667
0.0417,38
0.0167,49.5
0.0083,37
0.0083,73
0.0083,51
0.0083,28
0.05,45.3333
0.0083,25
0,0
0.1,83.8333
0.0333,46.5
0.0667,23.625
0.0167,45.5
0.0083,29
0.0333,49.25
0.0667,43.25
0.0333,25
0,0
0.0333,29.25
0.0333,35
0.075,50.7778
0.025,63.6667
0.0917,118.8182
0,0
0.0083,58
0,0
0.0083,38
0.0583,51.8571
0.0167,101.5
0.0583,49.7143
0.0167,52.5
0.0167,51
0.0083,61
0.025,28.3333
0,0
0.025,51
0.0333,20.25
0.0167,59.5
0,0
0.0083,60
0.0083,83
0,0
0.0333,97.5
0.0417,49.2
0.0333,75.5
0.05,73.3333
0,0
0.0167,44.5
0.0167,79.5
0.0083,36
0.0333,96.25
0.0083,66
0.0167,21.5
0.0167,71.5
0.05,65.3333
0.0083,37
0,0
0,0
0.0167,38
0,0
0,0
0.025,44.6667
0.0333,70.25
0.0167,30.5
0.0167,40
0,0
0.1,80.3333
0,0
0.0167,32
0.025,25.3333
0,0
0.0167,73
0,0
0.075,63.1111
0.0417,39
0.0167,69.5
0,0
0.025,48.3333
0.025,53
0,0
0.0333,43.75
0,0
0.05,34.1667
0.0083,35
0,0
0.0083,49
0,0
0,0
0,0
0,0
0,0
0.0083,72
0.025,51.6667
0.0167,32.5
0,0
0,0
0.0417,37.8
0.0083,60
0,0
0.0083,19
0.0417,78.6
0.025,75.3333
0.0167,38
0.0083,38
0.0167,58.5
0.025,39.6667
0.025,61.3333
0.0417,63.2
0.0333,56.5
0.0083,68
0.0167,29
0.05,70
0.05,53
0.0333,34.25
0,0
0.025,36
0.0167,23
0.0333,23.5
0.0583,62
0,0
0.025,29
0.0167,67
0,0
0.025,54.3333
0.0083,29
0.0167,24.5
0.0083,24
0.05,35.3333
0.0333,86.75
0.0167,20.5
0.025,62.6667
0,0
0.0167,58
0.0083,66
0.025,60.6667
0.0083,74
0.0333,34.5
0.025,58.6667
0.0333,38.75
0.0083,37
0.0083,53
0.075,56.2222
0.0167,78
0,0
0,0
0,0
0,0
0.0167,59
0.025,100.3333
0,0
0,0
0,0
0.0583,73
0.0417,60.8
0.0583,45.5714
0,0
0.025,38.3333
0.0333,66.75
0,0
0.0083,26
0.0583,60
0.0083,27
0.0083,41
0.0333,30.75
0,0
0.0083,72
0.0167,66
0.0333,79.75
0.0167,22
0,0
0,0
0.0583,42.1429
0.0333,65
0,0
0.05,54.8333
0.0167,25.5
0.0333,45
0.0083,39
0.0083,53
0.0417,48.8
0.025,64
0.0167,67
0.025,30.3333
0.0417,71.2
0.05,97.1667
0.0417,101.6
0,0
0,0
0.0167,50.5
0.0167,36.5
0.05,67.8333
0,0
0,0
0.0167,51.5
0.0083,33
0.025,31.3333
0.075,51.7778
0.0083,74
0.025,74.6667
0,0
0.0083,20
0.05,39.5
0.0333,38
0.025,35
0.0417,65.6
0.0333,62.75
0.025,67
0.05,56.8333
0.0167,28
0.025,72
0,0
0.0333,39.75
0.025,65.3333
0.0333,39.75
0.0417,30.6
0.0167,23
0.0167,33
0,0
0.0667,117.625
0.025,64
0,0
0.0167,79.5
0.05,73.5
0.025,70.6667
0.0083,146
0.0167,71
0.0167,59
0.025,22
0.025,24.3333
0.025,22.3333
0.0083,30
0.0333,25.5
0,0
0,0
0.025,24
0.0167,50.5
0.0167,83
0.0083,47
0.0667,63.25
0.0167,51.5
0.0333,35.75
0.0167,42
0.0083,63
0.05,61
0.0333,67.5
0.0333,151
0.025,59.6667
0.0167,30.5
0.0167,57
0.075,100
0.0667,24.375
0,0
0,0
0.0333,51
0.0583,35
0.075,63
0,0
0,0
0,0
0.0083,56
0.05,79.3333
0.075,38.6667
0.025,37.6667
0.0083,52
0.0083,29
0,0
0.0083,27
0.0333,28.5
0.0417,82.8
0.0083,89
0,0
0.0583,71.2857
0.0083,65
0,0
0,0
0.0167,65
0.025,37
0.0083,66
0.0333,73.5
0,0
0.0417,66.6
0.0583,58.7143
0,0
0,0
0.025,32.6667
0.0083,34
0,0
0.05,64.8333
0.0167,38.5
0.0667,67.875
0.05,32.5
0.0167,58
0.0333,73.5
0,0
0,0
0.0833,57.3
0.0083,28
0.0083,28
0.0083,62
0.05,41.1667
0,0
0,0
0.0083,53
0.0083,34
0.0083,59
0.0083,62
0.025,86.3333
0.0667,67
0.0083,72
0.0417,38
0,0
0.0167,29.5
0.0167,78.5
0.0083,78
0.05,74.5
0.0583,66.2857
0.0917,27
0,0
0.0083,68
0.05,73.5
0.0333,69
0,0
0.0083,55
0.0083,33
0.0083,72
0.0083,47
0.0333,55.75
0.0083,51
0.0167,62.5
0,0
0.0083,34
0.0167,36
0.0083,72
0.025,40
0.0333,55.25
0.0167,52.5
0.0417,99.2
0,0
0.0083,30
0.05,26.6667
0.0417,33.2
0.0083,57
0.0333,29.25
0.0667,70.125
0,0
0,0
0.1083,44.2308
0.0083,30
0,0
0.0417,62.8
0.025,67.3333
0.0417,31
0.0167,55.5
0,0
0,0
0.0083,29
0,0
0.0333,68
0.0083,28
0,0
0.0083,28
0.0333,23.5
0.025,47.6667
0,0
0.0083,45
0.025,66
0.05,119.1667
0,0
0,0
0.025,69
0.0333,39.5
0.0083,60
0,0
0,0
0.0167,35
0.025,46.6667
0.075,62.3333
0.0083,52
0,0
0,0
0.0417,21.4
0.0583,72.1429
0.0833,36.2
0.0333,29
0.0167,60.5
0,0
0,0
0.0167,64
0.0667,29.625
0,0
0.0167,29
0.0167,56.5
0.0417,63.2
0.0083,73
0.0167,58.5
0.0083,60
0,0
0.0167,20
0,0
0.05,48
0.0417,67.2
0.0417,52.6
0,0
0.025,68.3333
0.0417,59
0.0167,45.5
0.0167,62.5
0,0
0.05,65
0,0
0,0
0,0
0.0083,56
0.0167,52
0.025,65.6667
0.0333,34.75
0,0
0.0083,72
0.0333,61
0.025,30
0.0083,67
0.0417,73.4
0.0417,43.6
0,0
0.0167,22
0.0583,51.1429
0.0083,70
0,0
0.05,72
0.0083,23
0,0
0.0417,38.2
0,0
0.025,30
0,0
0.0333,62
0.0083,43
0.0083,46
0.025,37.3333
0,0
0.0083,61
0.0083,41
0.05,55.8333
0.05,37.8333
0,0
0,0
0,0
0.0333,88.25
0.0167,35
0,0
0.0167,61.5
0.0333,59.25
0.05,69.6667
0.0333,59
0.0417,28.6
0.0167,29.5
0.025,63
0.0167,57
0.075,39
0.025,55.3333
0,0
0.025,71.6667
0,0
0.0083,41
0.0333,62.25
0,0
0.0583,59.4286
0,0
0.0083,44
0.0417,41.6
0.0417,43.2
0,0
0.0167,45.5
0,0
0.0417,52.6
0.0583,54
0,0
0.0417,69
0.0083,33
0,0
0.0917,57.1818
0,0
0.0083,34
0,0
0.05,28.8333
0,0
0.025,32.6667
0,0
0.05,62.3333
0.0167,56.5
0.0333,40.75
0.0417,37.8
0.0167,71.5
0.0167,20
0.0083,21
0.025,61
0.0167,37.5
0.025,75
0.0167,27.5
0,0
0.0417,37.8
0.0083,74
0.0083,47
0.0917,38.2727
0.0167,36
0.0083,27
0.0167,41
0.05,44.5
0.025,52.6667
0.0167,34.5
0,0
0.0083,57
0.0083,37
0.0167,38
0.0083,53
0,0
0.0417,53
0.075,55.7778
0.0333,56.5
0.0167,26
0.0333,69
0,0
0.0083,52
0.0167,61
0.025,43
0.0167,68.5
0.0417,57.4
0.0167,61.5
0.025,38
0,0
0.0083,50
0,0
0.0583,41.1429
0.0333,63.75
0.0167,37
0.025,35
0.0083,36
0.05,61.1667
0.0667,65.875
0.0333,198.5
0.0083,42
0.0083,37
0.0417,66
0.0167,65.5
0.0417,65.2
0,0
0.0083,73
0.1167,40.8571
0.0083,32
0,0
0.0083,31
0.0083,37
0.0333,49.75
0.0167,55
0.0333,75.75
0.0417,45.4
0.0083,58
0.025,41.6667
0.0417,22.4
0.025,68.6667
0.025,61
0.025,40.3333
0.0083,55
0.0167,47.5
0.0417,72.4
0,0
0.0083,52
0.0583,98.1429
0.0417,45.2
0.0417,37.2
0.0083,56
0.0167,36.5
0.0917,56.8182
0,0
0.0167,50.5
0.0083,79
0.0167,41.5
0,0
0.0167,39
0.1167,48.2143
0.0333,69.5
0.0083,65
0.025,22.6667
0.0417,50.6
0.0167,36.5
0.0083,61
0.0167,97
0,0
0.0417,74.4
0,0
0.0167,27.5
0.0417,64.8
0.05,34.6667
0.0083,60
0.0333,70
0.0167,43.5
0.0667,86.5
0.0167,54
0.025,69
0.05,41.8333
0.0333,94.5
0.025,54.3333
0.0083,64
0.0333,79
0.0083,53
0.0333,91.75
0.0083,84
0.025,34
0.0083,61
0.0083,25
0.0083,76
0.0333,65
0.0333,45.25
0.0917,46.8182
0.0417,83
0.0083,26
0.0583,66.2857
0.0917,124.5455
0.0083,55
0,0
0.0417,30
0.025,24.6667
0,0
0.0167,38.5
0,0
0,0
0.0583,59.5714
0.0083,85
0.0167,37.5
0.0333,38
0.0083,61
0.0167,75
0.0583,64.7143
0.075,72.1111
0.0167,56
0.05,78.3333
0,0
0.0583,39.7143
0.025,47
0.1,86.5833
0.0167,39.5
0.0167,40.5
0,0
0.0083,33
0,0
0.0167,34
0.0167,68
0.0333,48.25
0.025,70
0.0083,61
0.0167,33.5
0.0333,61.75
0.0417,47.4
0,0
0.0583,126.5714
0.025,48.6667
0,0
0,0
0.0167,20.5
0.0083,32
0.05,70
0.125,92.2667
0.0083,28
0.0083,38
0.1,72.8333
0.0167,27
0.0167,150.5
0,0
0.025,44.6667
0.075,96.6667
0.05,61.3333
0,0
0,0
0.0167,47.5
0.025,33.3333
0,0
0.025,48.6667
0,0
0.0333,25.75
0.0333,79.25
0.0333,24
0.0333,22
0.0583,69.2857
0.0167,46
0.0583,92
0,0
0.0083,38
0.0167,66.5
0.0167,27.5
0,0
0.05,43.6667
0.05,69.8333
0.0167,38.5
0.0333,45.25
0,0
0.0167,94.5
0,0
0.025,22
0.0167,67
0.0333,68
0.0083,60
0,0
0.0083,46
0.05,72.6667
0.0583,44.2857
0.0167,38
0.0583,56.8571
0.0167,28
0.025,63.6667
0,0
0.0083,54
0.025,76.3333
0.025,27.3333
0,0
0.025,46
0.0083,79
0.0583,65.5714
0,0
0.0083,55
0.0167,59
0.05,48.8333
0.025,35.3333
0,0
0.025,30.6667
0.025,30.6667
0.025,57.6667
0.0417,53
0,0
0.05,67.1667
0.0667,55.625
0.0083,62
0.0167,59.5
0,0
0.1083,29.3077
0.0167,38
0.05,58
0.0167,48.5
0.0083,35
0.0083,41
0.0167,24
0.1,69.8333
0.1,67.25
0,0
0.0667,60.25
0,0
0.0667,48
0.0083,117
0.0917,42.1818
0.0583,34.5714
0.0083,133
0.0333,71.25
0.0083,60
0.025,67.6667
0.025,68
0,0
0,0
0.0167,45.5
0.0083,52
0.0167,69
0.025,24
0.0083,33
0.0167,65.5
0.0083,18
0.0167,58.5
0.1083,109.4615
0.025,37.6667
0.1167,67.7857
0,0
0.0583,47.1429
0.075,37.4444
0,0
0.0083,21
0.0333,50.25
0.0167,30
0.0417,62.4
0,0
0.0167,33
0,0
0.075,31.6667
0.0167,39
0.0417,52.6
0.0417,69.6
0.025,67.3333
0.0167,64
0.025,80
0.0167,28.5
0,0
0,0
0.025,34.6667
0.025,81
0.0167,94
0.025,30.3333
0.0667,41.375
0,0
0.0167,49
0.025,50.3333
0,0
0.0083,31
0.075,45.5556
0,0
0.0083,59
0.0167,38
0.0083,43
0.0083,27
0,0
0.05,25.5
0,0
0.0167,28.5
0.025,66.6667
0.0083,69
0.0167,26
0.025,71.6667
0,0
0.025,30
0.0083,62
0.0083,87
0.0083,28
0.0667,79
0.05,95
0.0667,63.25
0,0
0.075,77.2222
0,0
0.025,80.6667
0.025,34.3333
0,0
0.0083,34
0.05,62.1667
0,0
0.1,87
0.0083,34
0.0333,56.5
0.0083,40
0.0417,39.4
0.025,87
0,0
0,0
0.025,26
0.0083,39
0.0667,74
0.0083,61
0.05,33
0.0333,69.75
0.025,33.3333
0.0417,45
0,0
0.0167,37
0.0167,58.5
0.0333,73.25
0.0083,43
0.0333,58
0.025,36
0,0
0.0333,37
0,0
0.0167,63
0.0083,41
0,0
0.075,32.7778
0.0167,57.5
0,0
0,0
0.1,42.1667
0.0083,38
0,0
0.0083,37
0.025,40.3333
0,0
0.0167,27
0,0
0,0
0.0333,37.5
0.0167,72.5
0.025,57.3333
0.0167,38.5
0.05,33.6667
0.0083,84
0,0
0.0333,39.5
0.0667,112
0.075,47.2222
0.0667,23.125
0,0
0.0167,68
0,0
0.05,60
0,0
0,0
0,0
0.0333,65
0,0
0.025,67.6667
0.0833,89.4
0.025,37.6667
0,0
0.0167,54.5
0.0167,28.5
0.0083,104
0.0167,72
0.075,65.7778
0,0
0,0
0.0167,71.5
0.0333,42
0,0
0.0333,48.5
0.0083,34
0.0167,58
0.0083,39
0.0083,63
0.0167,42
0.0083,28
0,0
0.0167,55
0,0
0.0083,38
